Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1081	Spectrogram 1	1	3940.035256413	3941.141296611	2818.182	12318.182	1.1060	9500.000	-53.83	Whistle
1082	Spectrogram 1	1	3942.754104317	3942.862705000	3454.545	4090.909	0.1086	636.364	-47.79	Whistle
1083	Spectrogram 1	1	3946.266391000	3946.722156000	2442.100	4463.200	0.4558	2021.100	-54.68	Whistle
1085	Spectrogram 1	1	4021.656782428	4021.761353501	7621.100	12000.000	0.1046	4378.900	-53.58	Whistle
1086	Spectrogram 1	1	4023.880928716	4023.973433896	7536.800	12336.800	0.0925	4800.000	-54.92	Whistle
1087	Spectrogram 1	1	4029.608193000	4029.720823150	1772.727	5545.455	0.1126	3772.727	-29.49	Whistle
1088	Spectrogram 1	1	4030.136686000	4030.251722445	3500.000	9909.091	0.1150	6409.091	-55.08	Whistle
1089	Spectrogram 1	1	4031.271317821	4031.422114072	2454.545	7663.200	0.1508	5208.655	-59.86	Whistle
1091	Spectrogram 1	1	4033.297944000	4033.483398216	2681.818	4272.727	0.1855	1590.909	-30.19	Whistle
1092	Spectrogram 1	1	4036.841739410	4037.026749770	2090.909	7500.000	0.1850	5409.091	-45.81	Whistle
1093	Spectrogram 1	1	4040.236277325	4040.445419471	2636.364	3818.182	0.2091	1181.818	-42.66	Whistle
1095	Spectrogram 1	1	4645.063433425	4645.529981290	10272.727	12136.364	0.4665	1863.636	-55.88	Whistle
1096	Spectrogram 1	1	4645.597983000	4645.936199690	5035.000	18772.727	0.3382	13737.727	-52.93	Whistle
1097	Spectrogram 1	1	4646.511341804	4646.728527879	3363.636	12409.091	0.2172	9045.455	-58.45	Whistle
1098	Spectrogram 1	1	4646.837120916	4647.188311000	4863.636	20433.600	0.3512	15569.964	-50.63	Whistle
1100	Spectrogram 1	1	4648.011534508	4648.582653446	4772.727	16545.455	0.5711	11772.727	-47.97	Whistle
1101	Spectrogram 1	1	4649.102805520	4650.864425907	4227.273	22409.091	1.7616	18181.818	-51.44	Bout
1102	Spectrogram 1	1	4651.511962169	4652.099168964	4227.273	17580.400	0.5872	13353.127	-48.20	Whistle
1103	Spectrogram 1	1	4654.472127857	4654.918565900	3318.182	16318.182	0.4464	13000.000	-42.34	Whistle
1104	Spectrogram 1	1	4655.344894122	4655.819485916	4090.909	12772.727	0.4746	8681.818	-49.10	Whistle
1105	Spectrogram 1	1	4655.907969132	4656.173418779	3863.636	9863.636	0.2654	6000.000	-39.71	Whistle
1106	Spectrogram 1	1	4657.589151442	4657.898842697	4681.818	8090.909	0.3097	3409.091	-61.23	Whistle
1107	Spectrogram 1	1	4659.994286126	4660.124263000	6167.800	10783.200	0.1300	4615.400	-48.36	Whistle
1108	Spectrogram 1	1	4756.436993502	4757.024200298	2409.091	12590.909	0.5872	10181.818	-53.75	Whistle
1109	Spectrogram 1	1	4758.262965319	4758.918480000	1818.182	10195.800	0.6555	8377.618	-55.05	Whistle
1111	Spectrogram 1	1	4782.907269501	4783.305443972	6136.364	9090.909	0.3982	2954.545	-60.86	Whistle
1112	Spectrogram 1	1	4785.095845000	4785.949191000	6671.300	9650.300	0.8533	2979.000	-61.93	Whistle
1113	Spectrogram 1	1	4787.883764000	4788.305588000	5244.800	7216.800	0.4218	1972.000	-54.38	Whistle
1114	Spectrogram 1	1	4885.322590307	4885.974930000	2909.091	11363.636	0.6523	8454.545	-51.72	Whistle
1115	Spectrogram 1	1	5002.199686244	5002.481223749	8045.455	10772.727	0.2815	2727.273	-53.17	Whistle
1116	Spectrogram 1	1	5002.577750893	5002.863310362	6090.909	10136.364	0.2856	4045.455	-51.21	Whistle
1118	Spectrogram 1	1	5002.871354291	5006.056750060	3636.364	17181.818	3.1854	13545.455	-45.59	Whistle
1119	Spectrogram 1	1	5006.989845048	5007.111302000	7363.636	9188.800	0.1215	1825.164	-65.22	Whistle
1120	Spectrogram 1	1	5007.387670000	5007.689666846	8545.455	10531.500	0.3020	1986.045	-53.71	Whistle
1121	Spectrogram 1	1	5014.378194777	5014.567227102	5000.000	9454.545	0.1890	4454.545	-52.84	Whistle
1122	Spectrogram 1	1	5014.832676749	5015.009602000	9863.636	12377.600	0.1769	2513.964	-63.09	Whistle
1123	Spectrogram 1	1	5017.138117000	5017.327211000	8685.300	10279.700	0.1891	1594.400	-50.48	Whistle
1124	Spectrogram 1	1	5020.216952000	5020.599988000	4069.900	18377.600	0.3830	14307.700	-54.42	Whistle
1125	Spectrogram 1	1	5020.861811000	5021.181816000	5412.600	15566.400	0.3200	10153.800	-63.63	Whistle
1126	Spectrogram 1	1	5022.896717701	5023.218474849	4227.273	9818.200	0.3218	5590.927	-48.04	Whistle
1127	Spectrogram 1	1	5024.818235000	5024.919766982	7045.455	11272.727	0.1015	4227.273	-52.02	Whistle
1128	Spectrogram 1	1	5025.615566815	5026.214620000	6681.818	11318.182	0.5991	4636.364	-54.17	Whistle
1129	Spectrogram 1	1	5026.279190934	5027.160001127	4363.636	12181.818	0.8808	7818.182	-58.39	Whistle
1130	Spectrogram 1	1	5030.838991891	5031.028024216	7045.455	10590.909	0.1890	3545.455	-52.25	Whistle
1131	Spectrogram 1	1	5032.536260849	5032.870083890	4590.909	12181.818	0.3338	7590.909	-53.17	Whistle
1132	Spectrogram 1	1	5032.929872000	5033.545773902	3454.545	15454.545	0.6159	12000.000	-50.29	Whistle
1133	Spectrogram 1	1	5040.760292000	5041.014563318	4227.273	19181.818	0.2543	14954.545	-47.89	Whistle
1134	Spectrogram 1	1	5042.534865000	5043.476004205	1863.636	15545.455	0.9411	13681.818	-53.23	Bout
1137	Spectrogram 1	1	5043.488070098	5045.491008346	2045.455	15860.100	2.0029	13814.645	-57.14	Bout
1140	Spectrogram 1	1	5045.405641727	5047.300998000	2517.500	16657.300	1.8954	14139.800	-51.80	Bout
1141	Spectrogram 1	1	5047.637831944	5048.514620173	3636.364	6818.182	0.8768	3181.818	-50.35	Whistle
1142	Spectrogram 1	1	5049.870021658	5050.714634172	1545.455	7636.364	0.8446	6090.909	-55.38	Whistle
1143	Spectrogram 1	1	5050.864687000	5051.373785000	3545.455	6797.200	0.5091	3251.745	-44.86	Whistle
1144	Spectrogram 1	1	5051.796542584	5052.170585269	3409.091	7468.500	0.3740	4059.409	-55.80	Whistle
1145	Spectrogram 1	1	5052.508348000	5053.148358000	1888.100	7342.700	0.6400	5454.600	-51.12	Whistle
1146	Spectrogram 1	1	5053.848104994	5054.507707148	2772.727	9954.545	0.6596	7181.818	-48.37	Whistle
1147	Spectrogram 1	1	5057.013391663	5057.395478277	3727.273	13636.364	0.3821	9909.091	-50.25	Whistle
1148	Spectrogram 1	1	5058.064797000	5058.598397829	4409.091	22545.455	0.5336	18136.364	-47.84	Whistle
1151	Spectrogram 1	1	5064.953101644	5065.347254151	5136.364	16181.818	0.3942	11045.455	-54.38	Whistle
1153	Spectrogram 1	1	5065.612703798	5066.240130238	7818.182	13216.800	0.6274	5398.618	-57.66	Whistle
1154	Spectrogram 1	1	5066.228064344	5068.456232597	6090.909	16727.273	2.2282	10636.364	-53.62	Whistle
1155	Spectrogram 1	1	5069.028514344	5070.520663119	4545.455	21863.636	1.4921	17318.182	-42.06	Whistle
1156	Spectrogram 1	1	5098.312439145	5099.277710591	3409.091	15636.364	0.9653	12227.273	-41.38	Whistle
1157	Spectrogram 1	1	5105.326746190	5105.728942625	6818.182	8954.545	0.4022	2136.364	-53.22	Whistle
1158	Spectrogram 1	1	5105.905909057	5106.014502095	3954.545	7954.545	0.1086	4000.000	-54.99	Whistle
1159	Spectrogram 1	1	5113.193710888	5114.480739482	3500.000	22136.364	1.2870	18636.364	-47.70	Whistle
1160	Spectrogram 1	1	5116.231345044	5119.428145000	4772.727	22636.364	3.1968	17863.636	-44.54	Whistle
1161	Spectrogram 1	1	5120.036122193	5122.827365454	3409.091	22136.364	2.7912	18727.273	-42.07	Whistle
1162	Spectrogram 1	1	5122.803233668	5124.898677097	4045.455	22363.636	2.0954	18318.182	-41.52	Whistle
1164	Spectrogram 1	1	5128.844226550	5129.527700000	2454.545	14227.273	0.6835	11772.727	-56.38	Bout
1165	Spectrogram 1	1	5131.525306000	5133.694715561	1772.727	22681.818	2.1694	20909.091	-42.87	Whistle
1166	Spectrogram 1	1	6.805164898	6.885604185	5590.909	7181.818	0.0804	1590.909	-42.36	Whistle
1167	Spectrogram 1	1	230.092612960	230.233381712	4227.273	14090.909	0.1408	9863.636	-61.59	Whistle
1168	Spectrogram 1	1	515.700561972	515.949923762	8000.000	13090.909	0.2494	5090.909	-68.57	Whistle
1169	Spectrogram 1	1	979.787000216	980.056471827	6181.818	9227.273	0.2695	3045.455	-69.50	Whistle
1171	Spectrogram 1	1	1538.979261384	1539.055678707	4727.273	18636.364	0.0764	13909.091	-52.61	Whistle
1173	Spectrogram 1	1	2318.229888760	2318.306306083	8090.909	11181.818	0.0764	3090.909	-65.74	Whistle
1174	Spectrogram 1	1	2419.157085093	2419.257634202	7681.818	16227.273	0.1005	8545.455	-58.85	Whistle
1175	Spectrogram 1	1	2420.347586542	2420.436069758	7181.818	17590.909	0.0885	10409.091	-55.35	Whistle
1176	Spectrogram 1	1	2479.838903934	2479.911299292	7818.182	11181.818	0.0724	3363.636	-59.34	Whistle
1177	Spectrogram 1	1	2659.732780387	2659.817241639	7409.091	10318.182	0.0845	2909.091	-46.40	Whistle
1179	Spectrogram 1	1	2861.982726731	2862.035012267	4000.000	8954.545	0.0523	4954.545	-51.33	Whistle
1180	Spectrogram 1	1	2922.971811148	2923.104535971	2090.909	9363.636	0.1327	7272.727	-54.30	Whistle
1182	Spectrogram 1	1	3668.187406785	3668.617756971	7318.182	16772.727	0.4304	9454.545	-65.11	Whistle
1183	Spectrogram 1	1	3671.670429126	3672.120889134	9909.091	13772.727	0.4505	3863.636	-60.47	Whistle
1184	Spectrogram 1	1	3672.784513253	3673.058006829	10681.818	13500.000	0.2735	2818.182	-61.52	Whistle
1185	Spectrogram 1	1	3673.295303936	3674.135894486	14863.636	17363.636	0.8406	2500.000	-68.80	Whistle
1187	Spectrogram 1	1	4750.315562544	4750.440243439	1863.636	6045.455	0.1247	4181.818	-51.77	Whistle
